"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila keskiarvo [°C]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2024","12","11","19:00","0.3","Selkeää (0/8)","1020.5","310.6","5.1"
"Helsinki Kaisaniemi","2024","12","11","20:00","-0.2","Selkeää (0/8)","1020.9","315.2","4.9"
"Helsinki Kaisaniemi","2024","12","11","21:00","-0.7","Selkeää (0/8)","1021.2","315.7","5.4"
"Helsinki Kaisaniemi","2024","12","11","22:00","-1.1","Selkeää (0/8)","1021.3","314.4","5.4"
"Helsinki Kaisaniemi","2024","12","11","23:00","-1.4","Selkeää (0/8)","1021.7","312.2","5.2"
"Helsinki Kaisaniemi","2024","12","12","00:00","-1.6","Selkeää (0/8)","1021.7","311","5.1"
"Helsinki Kaisaniemi","2024","12","12","01:00","-2.1","Selkeää (0/8)","1021.6","314.8","5.1"
"Helsinki Kaisaniemi","2024","12","12","02:00","-2.4","Selkeää (0/8)","1021.3","316.7","5"
"Helsinki Kaisaniemi","2024","12","12","03:00","-2.2","Selkeää (0/8)","1021","315","5.8"
"Helsinki Kaisaniemi","2024","12","12","04:00","-2.1","Selkeää (0/8)","1020.7","308.5","5.9"
"Helsinki Kaisaniemi","2024","12","12","05:00","-2.1","Selkeää (0/8)","1020.4","307","6"
"Helsinki Kaisaniemi","2024","12","12","06:00","-2.2","Selkeää (0/8)","1020","306.2","6.1"
"Helsinki Kaisaniemi","2024","12","12","07:00","-2.4","Selkeää (0/8)","1019.4","305.7","6.1"
"Helsinki Kaisaniemi","2024","12","12","08:00","-2.5","Selkeää (0/8)","1019.1","309.5","5.4"
"Helsinki Kaisaniemi","2024","12","12","09:00","-2.5","Selkeää (0/8)","1019","315.1","5.4"
"Helsinki Kaisaniemi","2024","12","12","10:00","-2.2","Melko pilvistä (7/8)","1019.3","313.6","6"
"Helsinki Kaisaniemi","2024","12","12","11:00","-2.2","Selkeää (0/8)","1019.5","317.8","6.5"
"Helsinki Kaisaniemi","2024","12","12","12:00","-2.5","Selkeää (0/8)","1019.7","-","-"
"Helsinki Kaisaniemi","2024","12","12","13:00","-2.3","Selkeää (0/8)","1020.1","326.9","6.7"
"Helsinki Kaisaniemi","2024","12","12","14:00","-2.2","Selkeää (0/8)","1020.5","327.9","6.8"
"Helsinki Kaisaniemi","2024","12","12","15:00","-2.6","Selkeää (1/8)","1021","327.6","6.5"
"Helsinki Kaisaniemi","2024","12","12","16:00","-2.6","Melko selkeää (2/8)","1022.1","341.2","6.5"
"Helsinki Kaisaniemi","2024","12","12","17:00","-3.1","Selkeää (0/8)","1023.2","337.2","5.8"
"Helsinki Kaisaniemi","2024","12","12","18:00","-3.8","Selkeää (0/8)","1024","327.5","5.9"
"Helsinki Kaisaniemi","2024","12","12","19:00","-4.2","Selkeää (0/8)","1024.7","326.4","6"
"Helsinki Kaisaniemi","2024","12","12","20:00","-4.6","Selkeää (0/8)","1025.2","319.3","5.5"
"Helsinki Kaisaniemi","2024","12","12","21:00","-4.7","Selkeää (0/8)","1025.5","321.7","6.4"
"Helsinki Kaisaniemi","2024","12","12","22:00","-4.8","Selkeää (0/8)","1025.9","325","6.9"
"Helsinki Kaisaniemi","2024","12","12","23:00","-4.8","Selkeää (0/8)","1026.8","323","6.8"
"Helsinki Kaisaniemi","2024","12","13","00:00","-5","Selkeää (0/8)","1027.2","325.6","6.9"
"Helsinki Kaisaniemi","2024","12","13","01:00","-5.2","Selkeää (0/8)","1027.6","319","5.7"
"Helsinki Kaisaniemi","2024","12","13","02:00","-5.3","Selkeää (0/8)","1027.9","319","5.1"
"Helsinki Kaisaniemi","2024","12","13","03:00","-5.6","Selkeää (0/8)","1028.4","313.5","4.4"
"Helsinki Kaisaniemi","2024","12","13","04:00","-5.6","Selkeää (1/8)","1028.5","304.1","4.1"
"Helsinki Kaisaniemi","2024","12","13","05:00","-5.8","Melko pilvistä (7/8)","1028.5","301.3","3.6"
"Helsinki Kaisaniemi","2024","12","13","06:00","-5.7","Puolipilvistä (4/8)","1028.3","298.5","3.7"
"Helsinki Kaisaniemi","2024","12","13","07:00","-5.8","Puolipilvistä (4/8)","1027.9","302.8","3.6"
"Helsinki Kaisaniemi","2024","12","13","08:00","-5.5","Melko selkeää (2/8)","1027.7","297.8","3.2"
"Helsinki Kaisaniemi","2024","12","13","09:00","-5.1","Melko selkeää (3/8)","1027.2","285.7","3.4"
"Helsinki Kaisaniemi","2024","12","13","10:00","-4.6","Melko pilvistä (7/8)","1026.8","283.3","3.5"
"Helsinki Kaisaniemi","2024","12","13","11:00","-3.3","Melko pilvistä (7/8)","1026.1","272","2.5"
"Helsinki Kaisaniemi","2024","12","13","12:00","-2.3","Pilvistä (8/8)","1025.1","269.8","2.2"
"Helsinki Kaisaniemi","2024","12","13","13:00","-1.6","Pilvistä (8/8)","1024","270.3","2.7"
"Helsinki Kaisaniemi","2024","12","13","14:00","-1","Pilvistä (8/8)","1022.6","263.9","2.9"
"Helsinki Kaisaniemi","2024","12","13","15:00","-0.4","Pilvistä (8/8)","1021.1","260.4","2.5"
"Helsinki Kaisaniemi","2024","12","13","16:00","0.4","Pilvistä (8/8)","1019.4","234.8","2.8"
"Helsinki Kaisaniemi","2024","12","13","17:00","1","Pilvistä (8/8)","1017.6","233","3.3"
"Helsinki Kaisaniemi","2024","12","13","18:00","1.6","Pilvistä (8/8)","1015.8","241.3","4"
"Helsinki Kaisaniemi","2024","12","13","19:00","2.1","Pilvistä (8/8)","1014.3","252.8","4.6"
"Helsinki Kaisaniemi","2024","12","13","20:00","2","Pilvistä (8/8)","1013.3","267","5.3"
"Helsinki Kaisaniemi","2024","12","13","21:00","1.7","Pilvistä (8/8)","1012.7","278.5","4.4"
"Helsinki Kaisaniemi","2024","12","13","22:00","1.3","Pilvistä (8/8)","1012.3","290.5","4.2"
"Helsinki Kaisaniemi","2024","12","13","23:00","1","Pilvistä (8/8)","1011.9","292.5","3.9"
"Helsinki Kaisaniemi","2024","12","14","00:00","0.7","Pilvistä (8/8)","1011.3","294.3","3.4"
"Helsinki Kaisaniemi","2024","12","14","01:00","0.4","Pilvistä (8/8)","1010.8","306.7","2.8"
"Helsinki Kaisaniemi","2024","12","14","02:00","0.1","Pilvistä (8/8)","1010.2","289","2"
"Helsinki Kaisaniemi","2024","12","14","03:00","-0.1","Pilvistä (8/8)","1009.6","266.1","1.5"
"Helsinki Kaisaniemi","2024","12","14","04:00","-0.1","Pilvistä (8/8)","1008.9","232.6","1"
"Helsinki Kaisaniemi","2024","12","14","05:00","0","Pilvistä (8/8)","1007.9","213.9","1.4"
"Helsinki Kaisaniemi","2024","12","14","06:00","0.2","Pilvistä (8/8)","1006.8","177.8","1.2"
"Helsinki Kaisaniemi","2024","12","14","07:00","0.3","Pilvistä (8/8)","1005.6","113","2.1"
"Helsinki Kaisaniemi","2024","12","14","08:00","0.3","Pilvistä (8/8)","1004.3","127.7","2.5"
"Helsinki Kaisaniemi","2024","12","14","09:00","0.4","Pilvistä (8/8)","1003.2","134.3","3"
"Helsinki Kaisaniemi","2024","12","14","10:00","0.4","Pilvistä (8/8)","1002.2","130","2.9"
"Helsinki Kaisaniemi","2024","12","14","11:00","0.6","Pilvistä (8/8)","1001","104.3","2.6"
"Helsinki Kaisaniemi","2024","12","14","12:00","1.2","Pilvistä (8/8)","999.3","102.5","2.1"
"Helsinki Kaisaniemi","2024","12","14","13:00","2.2","Pilvistä (8/8)","997.6","134.7","2.4"
"Helsinki Kaisaniemi","2024","12","14","14:00","3.5","Pilvistä (8/8)","995.9","231.5","3.2"
"Helsinki Kaisaniemi","2024","12","14","15:00","3.6","Pilvistä (8/8)","994.5","238.3","4.4"
"Helsinki Kaisaniemi","2024","12","14","16:00","3.3","Pilvistä (8/8)","993.2","232.6","5"
"Helsinki Kaisaniemi","2024","12","14","17:00","3","Pilvistä (8/8)","992","238.3","4.6"
"Helsinki Kaisaniemi","2024","12","14","18:00","3","Pilvistä (8/8)","990.6","224.6","5.6"
"Helsinki Kaisaniemi","2024","12","14","19:00","3","Pilvistä (8/8)","989.3","229.1","6.1"
"Helsinki Kaisaniemi","2024","12","14","20:00","2.9","Pilvistä (8/8)","987.9","229.4","5.5"
"Helsinki Kaisaniemi","2024","12","14","21:00","2.6","Pilvistä (8/8)","986.8","232.9","3.2"
"Helsinki Kaisaniemi","2024","12","14","22:00","2.5","Melko pilvistä (7/8)","985.6","225.4","2.9"
"Helsinki Kaisaniemi","2024","12","14","23:00","2.5","Melko pilvistä (7/8)","984.8","246.9","3"
"Helsinki Kaisaniemi","2024","12","15","00:00","2.3","Pilvistä (8/8)","984.1","247.4","2.8"
"Helsinki Kaisaniemi","2024","12","15","01:00","1.8","Pilvistä (8/8)","983.6","258.3","3.5"
"Helsinki Kaisaniemi","2024","12","15","02:00","1.1","Pilvistä (8/8)","983.6","264","4.1"
"Helsinki Kaisaniemi","2024","12","15","03:00","0.6","Pilvistä (8/8)","983.7","264.1","3.2"
"Helsinki Kaisaniemi","2024","12","15","04:00","0.5","Pilvistä (8/8)","983.7","278.7","2.7"
"Helsinki Kaisaniemi","2024","12","15","05:00","0.5","Pilvistä (8/8)","984","289.1","3.1"
"Helsinki Kaisaniemi","2024","12","15","06:00","0.4","Pilvistä (8/8)","984.6","317.4","3.7"
"Helsinki Kaisaniemi","2024","12","15","07:00","-0.9","Pilvistä (8/8)","985.8","179.3","5.2"
"Helsinki Kaisaniemi","2024","12","15","08:00","-1.8","Pilvistä (8/8)","987.4","75.9","6.2"
"Helsinki Kaisaniemi","2024","12","15","09:00","-3.7","Pilvistä (8/8)","989.7","9","6.7"
"Helsinki Kaisaniemi","2024","12","15","10:00","-4.6","Pilvistä (8/8)","991.5","7.8","6.9"
"Helsinki Kaisaniemi","2024","12","15","11:00","-5","Pilvistä (8/8)","993.3","11.1","6.4"
"Helsinki Kaisaniemi","2024","12","15","12:00","-5.4","Melko pilvistä (6/8)","994.9","6.4","5.9"
"Helsinki Kaisaniemi","2024","12","15","13:00","-5.5","Puolipilvistä (4/8)","996.2","251.5","5.4"
"Helsinki Kaisaniemi","2024","12","15","14:00","-6.3","Melko pilvistä (7/8)","997.3","180.7","5.5"
"Helsinki Kaisaniemi","2024","12","15","15:00","-6.7","Pilvistä (8/8)","998.7","215.5","4.9"
"Helsinki Kaisaniemi","2024","12","15","16:00","-7.1","Pilvistä (8/8)","999.6","276.1","5.1"
"Helsinki Kaisaniemi","2024","12","15","17:00","-7.6","Pilvistä (8/8)","1000","146.5","4.2"
"Helsinki Kaisaniemi","2024","12","15","18:00","-8","Pilvistä (8/8)","1000.4","179","4.3"
"Helsinki Kaisaniemi","2024","12","15","19:00","-8.7","Selkeää (0/8)","1000.3","22","3"
"Helsinki Kaisaniemi","2024","12","15","20:00","-9","Puolipilvistä (5/8)","1000.3","209.9","1.7"
"Helsinki Kaisaniemi","2024","12","15","21:00","-8.5","Pilvistä (8/8)","999.6","161.5","1.2"
"Helsinki Kaisaniemi","2024","12","15","22:00","-7.9","Pilvistä (8/8)","998.5","87.1","1.1"
"Helsinki Kaisaniemi","2024","12","15","23:00","-6.3","Pilvistä (8/8)","997","137.8","2.4"
"Helsinki Kaisaniemi","2024","12","16","00:00","-3","Pilvistä (8/8)","994.5","208.6","4"
"Helsinki Kaisaniemi","2024","12","16","01:00","-1","Pilvistä (8/8)","992.3","196.5","4.1"
"Helsinki Kaisaniemi","2024","12","16","02:00","-0.4","Pilvistä (8/8)","989.6","180","5.8"
"Helsinki Kaisaniemi","2024","12","16","03:00","-0.4","Pilvistä (8/8)","986.2","173","7.8"
"Helsinki Kaisaniemi","2024","12","16","04:00","0.1","Pilvistä (8/8)","982.5","170.1","8.3"
"Helsinki Kaisaniemi","2024","12","16","05:00","0.3","Pilvistä (8/8)","979.5","170.7","8.4"
"Helsinki Kaisaniemi","2024","12","16","06:00","0.6","Pilvistä (8/8)","976.7","174.3","6.5"
"Helsinki Kaisaniemi","2024","12","16","07:00","1.7","Pilvistä (8/8)","974.3","207","2.8"
"Helsinki Kaisaniemi","2024","12","16","08:00","1.4","Melko pilvistä (7/8)","975","311.8","5.3"
"Helsinki Kaisaniemi","2024","12","16","09:00","1.5","Melko pilvistä (7/8)","976.6","312.3","7.5"
"Helsinki Kaisaniemi","2024","12","16","10:00","1.4","Melko pilvistä (7/8)","978.4","308.1","7.7"
"Helsinki Kaisaniemi","2024","12","16","11:00","1.4","Melko pilvistä (6/8)","979.5","303.6","7.6"
"Helsinki Kaisaniemi","2024","12","16","12:00","1.9","Melko pilvistä (7/8)","980.5","300.5","8.2"
"Helsinki Kaisaniemi","2024","12","16","13:00","2.3","Melko pilvistä (6/8)","981.3","300.2","7.9"
"Helsinki Kaisaniemi","2024","12","16","14:00","2.4","Melko pilvistä (7/8)","981.9","299","7.1"
"Helsinki Kaisaniemi","2024","12","16","15:00","2.4","Melko pilvistä (6/8)","982.6","298.8","7"
"Helsinki Kaisaniemi","2024","12","16","16:00","2.3","Melko pilvistä (7/8)","983.3","296.7","7"
"Helsinki Kaisaniemi","2024","12","16","17:00","1.9","Melko pilvistä (7/8)","984.1","287.3","6.1"
"Helsinki Kaisaniemi","2024","12","16","18:00","1.8","Puolipilvistä (5/8)","984.8","294.6","5.8"
"Helsinki Kaisaniemi","2024","12","16","19:00","1.9","Melko pilvistä (7/8)","985.3","291.1","6.1"
"Helsinki Kaisaniemi","2024","12","16","20:00","1.8","Melko pilvistä (7/8)","985.6","285.5","6.9"
"Helsinki Kaisaniemi","2024","12","16","21:00","2.1","Puolipilvistä (5/8)","986.1","293.7","7.3"
"Helsinki Kaisaniemi","2024","12","16","22:00","2.4","Melko pilvistä (7/8)","986.5","295.2","7.4"
"Helsinki Kaisaniemi","2024","12","16","23:00","2.3","Melko pilvistä (6/8)","986.9","300.4","7.3"
"Helsinki Kaisaniemi","2024","12","17","00:00","2.1","Pilvistä (8/8)","987.3","299","6.2"
"Helsinki Kaisaniemi","2024","12","17","01:00","2","Pilvistä (8/8)","987.3","300.9","6.4"
"Helsinki Kaisaniemi","2024","12","17","02:00","1.9","Melko pilvistä (7/8)","987.2","300","6.8"
"Helsinki Kaisaniemi","2024","12","17","03:00","1.6","Melko pilvistä (6/8)","987.3","300.5","5.6"
"Helsinki Kaisaniemi","2024","12","17","04:00","0.9","Melko pilvistä (7/8)","987.4","298.2","4.2"
"Helsinki Kaisaniemi","2024","12","17","05:00","0.7","Melko selkeää (3/8)","987.6","290.2","3.1"
"Helsinki Kaisaniemi","2024","12","17","06:00","0.8","Pilvistä (8/8)","988","282.3","2.8"
"Helsinki Kaisaniemi","2024","12","17","07:00","1","Pilvistä (8/8)","988.2","293.1","3.5"
"Helsinki Kaisaniemi","2024","12","17","08:00","1.2","Pilvistä (8/8)","988.5","277.7","2.4"
"Helsinki Kaisaniemi","2024","12","17","09:00","1.5","Melko pilvistä (7/8)","988.9","276.4","3.4"
"Helsinki Kaisaniemi","2024","12","17","10:00","1.3","Pilvistä (8/8)","989.7","284.4","3.7"
"Helsinki Kaisaniemi","2024","12","17","11:00","0.8","Pilvistä (8/8)","990.4","286.7","2.1"
"Helsinki Kaisaniemi","2024","12","17","12:00","1","Pilvistä (8/8)","991.2","291.9","2.8"
"Helsinki Kaisaniemi","2024","12","17","13:00","1.1","Melko pilvistä (7/8)","992.5","320.2","3.4"
"Helsinki Kaisaniemi","2024","12","17","14:00","1.2","Puolipilvistä (4/8)","994.1","327.5","4.3"
"Helsinki Kaisaniemi","2024","12","17","15:00","1","Pilvistä (8/8)","995.7","317.1","3.8"
"Helsinki Kaisaniemi","2024","12","17","16:00","1.1","Melko pilvistä (7/8)","997.1","314.4","4.2"
"Helsinki Kaisaniemi","2024","12","17","17:00","0.9","Melko selkeää (3/8)","998.5","315.3","5.6"
"Helsinki Kaisaniemi","2024","12","17","18:00","0.2","Pilvistä (8/8)","1000","326.1","5.7"
"Helsinki Kaisaniemi","2024","12","17","19:00","-0.7","Puolipilvistä (5/8)","1000.9","331.2","5.5"
"Helsinki Kaisaniemi","2024","12","17","20:00","-1","Melko pilvistä (6/8)","1002.1","324.2","7.1"
"Helsinki Kaisaniemi","2024","12","17","21:00","-1.7","Melko pilvistä (7/8)","1003.5","332.1","7.9"
"Helsinki Kaisaniemi","2024","12","17","22:00","-2.5","Puolipilvistä (5/8)","1004.8","328.9","6.9"
"Helsinki Kaisaniemi","2024","12","17","23:00","-3.3","Selkeää (0/8)","1005.9","330.2","6.8"
"Helsinki Kaisaniemi","2024","12","18","00:00","-3.8","Melko selkeää (2/8)","1007.1","332","7.1"
"Helsinki Kaisaniemi","2024","12","18","01:00","-4.6","Selkeää (0/8)","1008.1","346.9","3.9"
"Helsinki Kaisaniemi","2024","12","18","02:00","-6.2","Selkeää (0/8)","1009.2","334.3","1.9"
"Helsinki Kaisaniemi","2024","12","18","03:00","-6.6","Selkeää (0/8)","1009.7","319.9","2"
"Helsinki Kaisaniemi","2024","12","18","04:00","-6.6","Selkeää (0/8)","1010.5","286","2.2"
"Helsinki Kaisaniemi","2024","12","18","05:00","-6.7","Selkeää (0/8)","1010.9","289.6","1.4"
"Helsinki Kaisaniemi","2024","12","18","06:00","-6.6","Melko pilvistä (7/8)","1011.1","290.7","1.4"
"Helsinki Kaisaniemi","2024","12","18","07:00","-4.7","Pilvistä (8/8)","1011.2","261.8","2.7"
"Helsinki Kaisaniemi","2024","12","18","08:00","-3.8","Pilvistä (8/8)","1011.4","257.1","1.9"
"Helsinki Kaisaniemi","2024","12","18","09:00","-2.7","Melko pilvistä (7/8)","1011.4","244.6","1.3"
"Helsinki Kaisaniemi","2024","12","18","10:00","-1.5","Melko pilvistä (7/8)","1011.1","228.3","1.2"
"Helsinki Kaisaniemi","2024","12","18","11:00","-0.2","Melko selkeää (2/8)","1011.1","244.1","2.3"
"Helsinki Kaisaniemi","2024","12","18","12:00","-0.7","Melko selkeää (2/8)","1011","258.5","1.8"
"Helsinki Kaisaniemi","2024","12","18","13:00","-0.4","Puolipilvistä (5/8)","1010.6","226.1","1.3"
"Helsinki Kaisaniemi","2024","12","18","14:00","1.1","Melko pilvistä (6/8)","1010.1","203.8","3.7"
"Helsinki Kaisaniemi","2024","12","18","15:00","1.5","Pilvistä (8/8)","1009.4","192.9","4.4"
"Helsinki Kaisaniemi","2024","12","18","16:00","1.4","Melko pilvistä (7/8)","1008.8","183.3","4.7"
"Helsinki Kaisaniemi","2024","12","18","17:00","1.5","Melko pilvistä (6/8)","1007.8","175.8","5.7"
"Helsinki Kaisaniemi","2024","12","18","18:00","1.4","Pilvistä (8/8)","1006.7","170.8","6.7"
"Helsinki Kaisaniemi","2024","12","18","19:00","1.5","Pilvistä (8/8)","1005.3","167.1","6.9"
"Helsinki Kaisaniemi","2024","12","18","20:00","1.5","Melko pilvistä (7/8)","1003.9","162.3","6.9"
"Helsinki Kaisaniemi","2024","12","18","21:00","1.4","Pilvistä (8/8)","1002.6","160.4","7.9"
"Helsinki Kaisaniemi","2024","12","18","22:00","1","Pilvistä (8/8)","1001.5","160.5","7.5"
"Helsinki Kaisaniemi","2024","12","18","23:00","0.4","Pilvistä (8/8)","1000.1","153.2","6.7"
"Helsinki Kaisaniemi","2024","12","19","00:00","-0.1","Pilvistä (8/8)","997.9","138.1","7.1"
"Helsinki Kaisaniemi","2024","12","19","01:00","0","Pilvistä (8/8)","995.8","146.1","7.8"
"Helsinki Kaisaniemi","2024","12","19","02:00","0.5","Pilvistä (8/8)","994.1","157.8","8.6"
"Helsinki Kaisaniemi","2024","12","19","03:00","0.7","Pilvistä (8/8)","992.4","162","8.9"
"Helsinki Kaisaniemi","2024","12","19","04:00","0.8","Pilvistä (8/8)","990.7","161.4","8.2"
"Helsinki Kaisaniemi","2024","12","19","05:00","1.6","Pilvistä (8/8)","989.1","162.4","7.7"
"Helsinki Kaisaniemi","2024","12","19","06:00","2.3","Pilvistä (8/8)","987.7","162.7","7"
"Helsinki Kaisaniemi","2024","12","19","07:00","2.9","Pilvistä (8/8)","986.5","165.7","6.3"
"Helsinki Kaisaniemi","2024","12","19","08:00","3.4","Pilvistä (8/8)","985.3","170.9","5"
"Helsinki Kaisaniemi","2024","12","19","09:00","4","Pilvistä (8/8)","984.5","182.5","5.1"
"Helsinki Kaisaniemi","2024","12","19","10:00","4.8","Pilvistä (8/8)","983.9","203.2","5.6"
"Helsinki Kaisaniemi","2024","12","19","11:00","5.5","Pilvistä (8/8)","983.6","214.8","5.5"
"Helsinki Kaisaniemi","2024","12","19","12:00","5.6","Pilvistä (8/8)","983.7","231.6","4.2"
"Helsinki Kaisaniemi","2024","12","19","13:00","5.5","Pilvistä (8/8)","983.7","236.6","4.2"
"Helsinki Kaisaniemi","2024","12","19","14:00","5.4","Pilvistä (8/8)","983.6","235.6","4.2"
"Helsinki Kaisaniemi","2024","12","19","15:00","5.4","Pilvistä (8/8)","983.5","234.9","3.7"
"Helsinki Kaisaniemi","2024","12","19","16:00","5.5","Pilvistä (8/8)","983.2","225.4","3.6"
"Helsinki Kaisaniemi","2024","12","19","17:00","5.7","Pilvistä (8/8)","982.6","229.6","5"
"Helsinki Kaisaniemi","2024","12","19","18:00","5.6","Melko pilvistä (7/8)","982","231.2","5.5"
"Helsinki Kaisaniemi","2024","12","19","19:00","5.6","Melko pilvistä (7/8)","981.6","224","5.8"
"Helsinki Kaisaniemi","2024","12","19","20:00","5.5","Pilvistä (8/8)","981.2","208.9","4.9"
"Helsinki Kaisaniemi","2024","12","19","21:00","5.2","Pilvistä (8/8)","980.5","191.2","3.4"
"Helsinki Kaisaniemi","2024","12","19","22:00","5.2","Pilvistä (8/8)","979.7","171","2.6"
"Helsinki Kaisaniemi","2024","12","19","23:00","5.3","Pilvistä (8/8)","979","211.2","2.6"
"Helsinki Kaisaniemi","2024","12","20","00:00","4.6","Pilvistä (8/8)","979.1","293.4","1.7"
"Helsinki Kaisaniemi","2024","12","20","01:00","3.9","Pilvistä (8/8)","979.6","304.5","2.9"
"Helsinki Kaisaniemi","2024","12","20","02:00","3.6","Pilvistä (8/8)","979.9","280.6","1.9"
"Helsinki Kaisaniemi","2024","12","20","03:00","3.8","Pilvistä (8/8)","980.3","254.7","2.4"
"Helsinki Kaisaniemi","2024","12","20","04:00","3.5","Pilvistä (8/8)","980.5","260.8","2.7"
"Helsinki Kaisaniemi","2024","12","20","05:00","3.3","Pilvistä (8/8)","981.1","268.7","2.9"
"Helsinki Kaisaniemi","2024","12","20","06:00","3.1","Pilvistä (8/8)","981.3","257.7","2.7"
"Helsinki Kaisaniemi","2024","12","20","07:00","3.5","Melko pilvistä (7/8)","981.6","232.8","2.6"
"Helsinki Kaisaniemi","2024","12","20","08:00","3.9","Puolipilvistä (5/8)","982","254.6","2.9"
"Helsinki Kaisaniemi","2024","12","20","09:00","3.5","Selkeää (0/8)","982.7","253.2","2.5"
"Helsinki Kaisaniemi","2024","12","20","10:00","3.6","Melko pilvistä (7/8)","983.2","239.3","2.4"
"Helsinki Kaisaniemi","2024","12","20","11:00","2.9","Melko pilvistä (7/8)","983.8","247.3","3.4"
"Helsinki Kaisaniemi","2024","12","20","12:00","3.2","Pilvistä (8/8)","984","237.6","3.1"
"Helsinki Kaisaniemi","2024","12","20","13:00","3.2","Pilvistä (8/8)","984.3","257.3","3.2"
"Helsinki Kaisaniemi","2024","12","20","14:00","2.9","Melko pilvistä (7/8)","984.6","252.2","2.5"
"Helsinki Kaisaniemi","2024","12","20","15:00","2.8","Pilvistä (8/8)","985.2","262.8","2.8"
"Helsinki Kaisaniemi","2024","12","20","16:00","2.4","Pilvistä (8/8)","986.1","284.7","3"
"Helsinki Kaisaniemi","2024","12","20","17:00","1.7","Melko pilvistä (7/8)","986.9","300.3","4.1"
"Helsinki Kaisaniemi","2024","12","20","18:00","0.8","Melko pilvistä (7/8)","988","311","5"
"Helsinki Kaisaniemi","2024","12","20","19:00","-0.3","Pilvistä (8/8)","989","300.6","7.2"
"Helsinki Kaisaniemi","2024","12","20","20:00","-2","Melko pilvistä (7/8)","990.3","318.5","9.1"
"Helsinki Kaisaniemi","2024","12","20","21:00","-2.3","Pilvistä (8/8)","991.5","315.2","6.8"
"Helsinki Kaisaniemi","2024","12","20","22:00","-2","Pilvistä (8/8)","992.4","305","5.5"
"Helsinki Kaisaniemi","2024","12","20","23:00","-1.9","Pilvistä (8/8)","993.2","300.7","6.1"
"Helsinki Kaisaniemi","2024","12","21","00:00","-3","Melko selkeää (2/8)","994.6","305.2","8.7"
"Helsinki Kaisaniemi","2024","12","21","01:00","-3.6","Puolipilvistä (4/8)","995.5","304.5","7.1"
"Helsinki Kaisaniemi","2024","12","21","02:00","-3.7","Selkeää (0/8)","996.1","293.8","5.1"
"Helsinki Kaisaniemi","2024","12","21","03:00","-3.5","Selkeää (0/8)","996.6","277.5","5"
"Helsinki Kaisaniemi","2024","12","21","04:00","-3.5","Melko pilvistä (6/8)","997.1","266.5","4.8"
"Helsinki Kaisaniemi","2024","12","21","05:00","-2.9","Melko selkeää (3/8)","997.3","259.5","4"
"Helsinki Kaisaniemi","2024","12","21","06:00","-2","Pilvistä (8/8)","997.2","260.4","4"
"Helsinki Kaisaniemi","2024","12","21","07:00","-1.1","Melko pilvistä (7/8)","996.9","259.9","3"
"Helsinki Kaisaniemi","2024","12","21","08:00","-0.1","Melko pilvistä (6/8)","997.2","268.5","5.1"
"Helsinki Kaisaniemi","2024","12","21","09:00","0.3","Pilvistä (8/8)","997.6","265.7","4.2"
"Helsinki Kaisaniemi","2024","12","21","10:00","0.7","Pilvistä (8/8)","997.5","259.1","4.1"
"Helsinki Kaisaniemi","2024","12","21","11:00","0.8","Pilvistä (8/8)","997.1","256","3.3"
"Helsinki Kaisaniemi","2024","12","21","12:00","0.3","Pilvistä (8/8)","996.7","281.3","4.2"
"Helsinki Kaisaniemi","2024","12","21","13:00","-0.5","Pilvistä (8/8)","995.9","226.7","1.5"
"Helsinki Kaisaniemi","2024","12","21","14:00","-0.7","Pilvistä (8/8)","994.8","84.9","1.7"
"Helsinki Kaisaniemi","2024","12","21","15:00","-0.7","Pilvistä (8/8)","994.1","92.5","2.4"
"Helsinki Kaisaniemi","2024","12","21","16:00","-0.7","Pilvistä (8/8)","993.8","56","2.8"
"Helsinki Kaisaniemi","2024","12","21","17:00","-0.8","Pilvistä (8/8)","994.2","45.6","2.5"
"Helsinki Kaisaniemi","2024","12","21","18:00","-0.9","Pilvistä (8/8)","994.6","42.5","1.6"
"Helsinki Kaisaniemi","2024","12","21","19:00","-1","Pilvistä (8/8)","995.1","48.5","0.8"
"Helsinki Kaisaniemi","2024","12","21","20:00","-1.1","Pilvistä (8/8)","995.3","187.8","0.9"
"Helsinki Kaisaniemi","2024","12","21","21:00","-1.2","Melko pilvistä (7/8)","995.3","71.9","0.8"
"Helsinki Kaisaniemi","2024","12","21","22:00","-1.2","Pilvistä (8/8)","995.2","108.6","1.2"
"Helsinki Kaisaniemi","2024","12","21","23:00","-0.8","Pilvistä (8/8)","995.2","96.8","1.6"
"Helsinki Kaisaniemi","2024","12","22","00:00","-0.3","Pilvistä (8/8)","994.7","110.2","2.3"
"Helsinki Kaisaniemi","2024","12","22","01:00","0.2","Pilvistä (8/8)","994.3","133.1","0.9"
"Helsinki Kaisaniemi","2024","12","22","02:00","0.4","Pilvistä (8/8)","993.7","95.9","1.5"
"Helsinki Kaisaniemi","2024","12","22","03:00","0.6","Pilvistä (8/8)","993.2","97.2","2.2"
"Helsinki Kaisaniemi","2024","12","22","04:00","1.9","Pilvistä (8/8)","992.5","146","2.3"
