"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Näkyvyys keskiarvo [m]","Ilman lämpötila keskiarvo [°C]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]"
"Helsinki Kaisaniemi","2025","2","26","04:00","6242","1.7","164.4","3.3","Melko pilvistä (7/8)","1012.8"
"Helsinki Kaisaniemi","2025","2","26","05:00","6615","1.7","177.2","4.3","Melko pilvistä (7/8)","1012.8"
"Helsinki Kaisaniemi","2025","2","26","06:00","6552","1.3","182.6","3.8","Pilvistä (8/8)","1012.8"
"Helsinki Kaisaniemi","2025","2","26","07:00","6306","1.3","181.4","3.3","Pilvistä (8/8)","1012.7"
"Helsinki Kaisaniemi","2025","2","26","08:00","4629","1.2","183.2","3.4","Pilvistä (8/8)","1012.7"
"Helsinki Kaisaniemi","2025","2","26","09:00","1757","0.7","183.8","3.2","Pilvistä (8/8)","1013"
"Helsinki Kaisaniemi","2025","2","26","10:00","1965","0.7","183.8","3.4","Pilvistä (8/8)","1013.3"
"Helsinki Kaisaniemi","2025","2","26","11:00","2202","0.8","181","2.9","Pilvistä (8/8)","1013.6"
"Helsinki Kaisaniemi","2025","2","26","12:00","2935","1.2","206.4","3.6","Pilvistä (8/8)","1014"
"Helsinki Kaisaniemi","2025","2","26","13:00","1827","1.4","214.4","2.9","Pilvistä (8/8)","1014.1"
"Helsinki Kaisaniemi","2025","2","26","14:00","1187","1.7","217.1","3.4","Pilvisyyttä ei voida määrittää (9/8)","1014.3"
"Helsinki Kaisaniemi","2025","2","26","15:00","333","2","222.3","2.9","Pilvisyyttä ei voida määrittää (9/8)","1014.6"
"Helsinki Kaisaniemi","2025","2","26","16:00","1191","2.1","219","2","Pilvistä (8/8)","1014.9"
"Helsinki Kaisaniemi","2025","2","26","17:00","472","2","213.2","2.7","Pilvistä (8/8)","1015.3"
"Helsinki Kaisaniemi","2025","2","26","18:00","406","2.2","216.4","2.5","Pilvisyyttä ei voida määrittää (9/8)","1015.6"
"Helsinki Kaisaniemi","2025","2","26","19:00","573","2.1","212.3","3.1","Pilvisyyttä ei voida määrittää (9/8)","1016"
"Helsinki Kaisaniemi","2025","2","26","20:00","2252","2.2","227.1","3","Pilvistä (8/8)","1016.3"
"Helsinki Kaisaniemi","2025","2","26","21:00","1064","2.2","226.5","2.9","Pilvistä (8/8)","1016.6"
"Helsinki Kaisaniemi","2025","2","26","22:00","3357","2","243.6","3","Pilvistä (8/8)","1017.3"
"Helsinki Kaisaniemi","2025","2","26","23:00","10035","1.3","256.1","3.5","Pilvistä (8/8)","1017.9"
"Helsinki Kaisaniemi","2025","2","27","00:00","10232","1","264.5","3.7","Pilvistä (8/8)","1018.2"
"Helsinki Kaisaniemi","2025","2","27","01:00","32456","0.7","273.9","2.4","Pilvistä (8/8)","1018.5"
"Helsinki Kaisaniemi","2025","2","27","02:00","3141","0.9","245.4","1.1","Pilvistä (8/8)","1018.6"
"Helsinki Kaisaniemi","2025","2","27","03:00","957","1","213.4","1.3","Pilvisyyttä ei voida määrittää (9/8)","1018.6"
"Helsinki Kaisaniemi","2025","2","27","04:00","262","0.9","149.6","1.4","Pilvisyyttä ei voida määrittää (9/8)","1018.7"
"Helsinki Kaisaniemi","2025","2","27","05:00","931","1.2","169.5","1.6","Pilvistä (8/8)","1018.8"
"Helsinki Kaisaniemi","2025","2","27","06:00","3360","1.4","193.3","1.5","Pilvistä (8/8)","1018.8"
"Helsinki Kaisaniemi","2025","2","27","07:00","2287","1.2","161.9","1.7","Pilvisyyttä ei voida määrittää (9/8)","1018.7"
"Helsinki Kaisaniemi","2025","2","27","08:00","1640","1.4","156.5","2.1","Pilvistä (8/8)","1018.9"
"Helsinki Kaisaniemi","2025","2","27","09:00","5799","1.6","153.4","1.9","Pilvistä (8/8)","1018.9"
"Helsinki Kaisaniemi","2025","2","27","10:00","2368","1.7","166.2","1.9","Pilvistä (8/8)","1019.1"
"Helsinki Kaisaniemi","2025","2","27","11:00","2235","1.6","147","1.9","Pilvistä (8/8)","1019.2"
"Helsinki Kaisaniemi","2025","2","27","12:00","3735","1.7","-","-","Pilvistä (8/8)","1019.2"
"Helsinki Kaisaniemi","2025","2","27","13:00","3081","1.6","130.7","2.2","Pilvistä (8/8)","1019.2"
"Helsinki Kaisaniemi","2025","2","27","14:00","3636","1.7","134.5","2","Pilvistä (8/8)","1019.1"
"Helsinki Kaisaniemi","2025","2","27","15:00","7455","1.8","-","-","Pilvistä (8/8)","1019"
"Helsinki Kaisaniemi","2025","2","27","16:00","6270","1.8","134.6","2.3","Pilvistä (8/8)","1018.9"
"Helsinki Kaisaniemi","2025","2","27","17:00","2736","1.6","136.3","1.8","Pilvistä (8/8)","1018.7"
"Helsinki Kaisaniemi","2025","2","27","18:00","417","1.7","144.7","1.3","Pilvisyyttä ei voida määrittää (9/8)","1018.8"
"Helsinki Kaisaniemi","2025","2","27","19:00","313","2","188.6","1.4","Pilvistä (8/8)","1018.9"
"Helsinki Kaisaniemi","2025","2","27","20:00","1725","1.9","172.7","1.3","Pilvistä (8/8)","1018.8"
"Helsinki Kaisaniemi","2025","2","27","21:00","627","1.5","199.1","0.6","Pilvisyyttä ei voida määrittää (9/8)","1019"
"Helsinki Kaisaniemi","2025","2","27","22:00","337","1.7","245.7","0.7","Pilvisyyttä ei voida määrittää (9/8)","1019.1"
"Helsinki Kaisaniemi","2025","2","27","23:00","1161","2.2","208","1.3","Pilvisyyttä ei voida määrittää (9/8)","1019.3"
"Helsinki Kaisaniemi","2025","2","28","00:00","236","2.1","221.6","1.8","Pilvisyyttä ei voida määrittää (9/8)","1019.6"
"Helsinki Kaisaniemi","2025","2","28","01:00","686","2.2","250","1.4","Pilvisyyttä ei voida määrittää (9/8)","1019.6"
"Helsinki Kaisaniemi","2025","2","28","02:00","1453","2","273.3","1.1","Pilvistä (8/8)","1019.7"
"Helsinki Kaisaniemi","2025","2","28","03:00","2452","1.9","249.9","1.1","Pilvistä (8/8)","1019.5"
"Helsinki Kaisaniemi","2025","2","28","04:00","1076","1.5","161.4","1.1","Pilvistä (8/8)","1019.2"
"Helsinki Kaisaniemi","2025","2","28","05:00","648","1.5","311.3","1.8","Pilvistä (8/8)","1019.7"
"Helsinki Kaisaniemi","2025","2","28","06:00","2698","1.3","333.7","1.8","Melko pilvistä (7/8)","1019.9"
"Helsinki Kaisaniemi","2025","2","28","07:00","3259","1.2","304.3","1.2","Pilvistä (8/8)","1020.1"
"Helsinki Kaisaniemi","2025","2","28","08:00","3239","1.3","271.2","1.3","Pilvistä (8/8)","1020.4"
"Helsinki Kaisaniemi","2025","2","28","09:00","1250","1.3","285.9","1","Pilvistä (8/8)","1020.8"
"Helsinki Kaisaniemi","2025","2","28","10:00","7654","1.8","271.7","1.2","Pilvistä (8/8)","1021.1"
"Helsinki Kaisaniemi","2025","2","28","11:00","15703","2.1","276.2","1.8","Pilvistä (8/8)","1021.4"
"Helsinki Kaisaniemi","2025","2","28","12:00","21926","2.5","287.6","1.5","Pilvistä (8/8)","1021.7"
"Helsinki Kaisaniemi","2025","2","28","13:00","22693","3.3","281.8","1.9","Pilvistä (8/8)","1021.9"
"Helsinki Kaisaniemi","2025","2","28","14:00","26705","3.8","261.1","2.2","Pilvistä (8/8)","1022"
"Helsinki Kaisaniemi","2025","2","28","15:00","45408","4.1","264.1","2.4","Pilvistä (8/8)","1021.8"
"Helsinki Kaisaniemi","2025","2","28","16:00","48418","4","299.9","2.9","Pilvistä (8/8)","1022.1"
"Helsinki Kaisaniemi","2025","2","28","17:00","49650","3","319.1","3.3","Pilvistä (8/8)","1022.5"
"Helsinki Kaisaniemi","2025","2","28","18:00","49866","1.8","331.7","3.2","Pilvistä (8/8)","1023"
"Helsinki Kaisaniemi","2025","2","28","19:00","49296","1.8","327.1","2.1","Pilvistä (8/8)","1023.3"
"Helsinki Kaisaniemi","2025","2","28","20:00","50000","2","307.8","2.3","Pilvistä (8/8)","1023.5"
"Helsinki Kaisaniemi","2025","2","28","21:00","49464","1.8","286.8","2.1","Pilvistä (8/8)","1023.7"
"Helsinki Kaisaniemi","2025","2","28","22:00","46783","1.4","297.4","2.4","Pilvistä (8/8)","1023.7"
"Helsinki Kaisaniemi","2025","2","28","23:00","34255","1.1","293.7","2.4","Pilvistä (8/8)","1023.8"
"Helsinki Kaisaniemi","2025","3","1","00:00","32769","0.9","306.4","2.3","Pilvistä (8/8)","1023.9"
"Helsinki Kaisaniemi","2025","3","1","01:00","37733","0.8","341.9","1.3","Pilvistä (8/8)","1023.6"
"Helsinki Kaisaniemi","2025","3","1","02:00","46587","1.2","267.7","2.4","Pilvistä (8/8)","1023.4"
"Helsinki Kaisaniemi","2025","3","1","03:00","30467","0.9","274.1","1.8","Pilvistä (8/8)","1023.4"
"Helsinki Kaisaniemi","2025","3","1","04:00","23340","0.7","289.6","2.4","Pilvistä (8/8)","1023.5"
"Helsinki Kaisaniemi","2025","3","1","05:00","28964","0.5","287.8","1.9","Pilvistä (8/8)","1023.4"
"Helsinki Kaisaniemi","2025","3","1","06:00","13207","0.3","263.5","1","Pilvistä (8/8)","1023.1"
"Helsinki Kaisaniemi","2025","3","1","07:00","8498","0","225.3","1.9","Pilvistä (8/8)","1023.1"
"Helsinki Kaisaniemi","2025","3","1","08:00","3396","-0.4","238","2.5","Pilvistä (8/8)","1022.9"
"Helsinki Kaisaniemi","2025","3","1","09:00","2858","-0.5","258.3","2.3","Pilvistä (8/8)","1023.1"
"Helsinki Kaisaniemi","2025","3","1","10:00","31459","-0.3","265.9","3.5","Pilvistä (8/8)","1023.4"
"Helsinki Kaisaniemi","2025","3","1","11:00","47248","0.5","271.5","2.6","Pilvistä (8/8)","1023.3"
"Helsinki Kaisaniemi","2025","3","1","12:00","42236","1","264.1","3.4","Pilvistä (8/8)","1023.3"
"Helsinki Kaisaniemi","2025","3","1","13:00","41948","1","252.8","3","Pilvistä (8/8)","1023.2"
"Helsinki Kaisaniemi","2025","3","1","14:00","6159","0.9","242.1","3.3","Pilvistä (8/8)","1022.9"
"Helsinki Kaisaniemi","2025","3","1","15:00","8792","0.9","227.9","3.1","Pilvistä (8/8)","1022.4"
"Helsinki Kaisaniemi","2025","3","1","16:00","13104","1","227.5","3.1","Pilvistä (8/8)","1022"
"Helsinki Kaisaniemi","2025","3","1","17:00","21366","1","228.5","3","Pilvistä (8/8)","1021.9"
"Helsinki Kaisaniemi","2025","3","1","18:00","30392","1.1","232.1","3","Pilvistä (8/8)","1021.9"
"Helsinki Kaisaniemi","2025","3","1","19:00","28918","1.2","226.8","2.3","Pilvistä (8/8)","1021.6"
"Helsinki Kaisaniemi","2025","3","1","20:00","17873","1.2","237","3.1","Pilvistä (8/8)","1021.4"
"Helsinki Kaisaniemi","2025","3","1","21:00","34564","1.4","243.6","3.1","Pilvistä (8/8)","1021.1"
"Helsinki Kaisaniemi","2025","3","1","22:00","34893","1.4","236.2","2.3","Pilvistä (8/8)","1020.6"
"Helsinki Kaisaniemi","2025","3","1","23:00","22863","1.3","237.1","3.1","Pilvistä (8/8)","1020.2"
"Helsinki Kaisaniemi","2025","3","2","00:00","49198","1.2","240","3.3","Pilvistä (8/8)","1019.5"
"Helsinki Kaisaniemi","2025","3","2","01:00","50000","1.1","242.4","3.7","Pilvistä (8/8)","1018.9"
"Helsinki Kaisaniemi","2025","3","2","02:00","50000","1","251.5","4.1","Pilvistä (8/8)","1018.6"
"Helsinki Kaisaniemi","2025","3","2","03:00","41533","0.7","258.2","5","Pilvistä (8/8)","1018.1"
"Helsinki Kaisaniemi","2025","3","2","04:00","29948","0.7","240.4","3.6","Pilvistä (8/8)","1017.2"
"Helsinki Kaisaniemi","2025","3","2","05:00","20957","0.9","240.5","4.8","Pilvistä (8/8)","1016.7"
"Helsinki Kaisaniemi","2025","3","2","06:00","35564","1","241.3","4.5","Pilvistä (8/8)","1016.1"
"Helsinki Kaisaniemi","2025","3","2","07:00","40514","1.2","238","4.6","Pilvistä (8/8)","1015.5"
"Helsinki Kaisaniemi","2025","3","2","08:00","36076","1.3","232.9","4","Pilvistä (8/8)","1014.9"
"Helsinki Kaisaniemi","2025","3","2","09:00","24249","1.3","231.5","3.6","Pilvistä (8/8)","1014.4"
"Helsinki Kaisaniemi","2025","3","2","10:00","42336","1.7","240.7","3.4","Pilvistä (8/8)","1014"
"Helsinki Kaisaniemi","2025","3","2","11:00","49454","1.7","249","5.1","Pilvistä (8/8)","1013.4"
"Helsinki Kaisaniemi","2025","3","2","12:00","48762","1.4","258.8","4.7","Pilvistä (8/8)","1012.9"
"Helsinki Kaisaniemi","2025","3","2","13:00","49112","1.5","242.3","4.9","Pilvistä (8/8)","1012"
"Helsinki Kaisaniemi","2025","3","2","14:00","48963","1.4","242.1","5.9","Pilvistä (8/8)","1011"
"Helsinki Kaisaniemi","2025","3","2","15:00","47158","1.5","241.5","6","Pilvistä (8/8)","1010.1"
"Helsinki Kaisaniemi","2025","3","2","16:00","45086","1.9","236.2","5.5","Pilvistä (8/8)","1009.1"
"Helsinki Kaisaniemi","2025","3","2","17:00","34604","1.9","226.1","5.7","Pilvistä (8/8)","1007.7"
"Helsinki Kaisaniemi","2025","3","2","18:00","35797","2.2","246.1","5.1","Melko pilvistä (7/8)","1007"
"Helsinki Kaisaniemi","2025","3","2","19:00","37540","2.1","251.5","4.2","Melko pilvistä (7/8)","1006.6"
"Helsinki Kaisaniemi","2025","3","2","20:00","41877","2","258.7","3.8","Melko pilvistä (7/8)","1006.3"
"Helsinki Kaisaniemi","2025","3","2","21:00","48022","2","277.7","4.4","Selkeää (0/8)","1006.3"
"Helsinki Kaisaniemi","2025","3","2","22:00","49626","1.8","283.3","3.9","Selkeää (0/8)","1006.5"
"Helsinki Kaisaniemi","2025","3","2","23:00","49304","0.8","310","3.1","Selkeää (0/8)","1006.6"
"Helsinki Kaisaniemi","2025","3","3","00:00","50000","1","294.1","2.8","Selkeää (0/8)","1006.7"
"Helsinki Kaisaniemi","2025","3","3","01:00","50000","1","266.7","3.5","Melko selkeää (3/8)","1006.9"
"Helsinki Kaisaniemi","2025","3","3","02:00","49970","0.6","258.3","2.9","Pilvistä (8/8)","1006.6"
"Helsinki Kaisaniemi","2025","3","3","03:00","50000","0.9","253.8","3.8","Melko pilvistä (7/8)","1006.7"
"Helsinki Kaisaniemi","2025","3","3","04:00","50000","1.7","267","3","Pilvistä (8/8)","1006.2"
"Helsinki Kaisaniemi","2025","3","3","05:00","50000","2.2","261.5","3.2","Pilvistä (8/8)","1005.7"
"Helsinki Kaisaniemi","2025","3","3","06:00","50000","2.5","252.8","2.1","Melko pilvistä (7/8)","1004.8"
"Helsinki Kaisaniemi","2025","3","3","07:00","50000","2.7","232.1","1.7","Pilvistä (8/8)","1003.9"
"Helsinki Kaisaniemi","2025","3","3","08:00","39960","2.2","222","3.2","Pilvistä (8/8)","1003.5"
"Helsinki Kaisaniemi","2025","3","3","09:00","42877","2.6","238.8","3","Pilvistä (8/8)","1002.7"
"Helsinki Kaisaniemi","2025","3","3","10:00","-","2.7","240.9","3.3","Pilvistä (8/8)","1002.2"
"Helsinki Kaisaniemi","2025","3","3","11:00","24933","2.6","-","-","Pilvistä (8/8)","1001.4"
"Helsinki Kaisaniemi","2025","3","3","12:00","25843","3","239.9","3.9","Melko pilvistä (7/8)","1000.7"
"Helsinki Kaisaniemi","2025","3","3","13:00","31664","3.8","249.1","3.9","Melko pilvistä (7/8)","1000.2"
"Helsinki Kaisaniemi","2025","3","3","14:00","33671","4.5","249.8","3.1","Melko pilvistä (7/8)","999.5"
"Helsinki Kaisaniemi","2025","3","3","15:00","24638","3.7","238.8","3.8","Pilvistä (8/8)","999.3"
"Helsinki Kaisaniemi","2025","3","3","16:00","20859","4.2","256.9","3.1","Pilvistä (8/8)","999.5"
"Helsinki Kaisaniemi","2025","3","3","17:00","25495","4.4","269","3.8","Melko pilvistä (7/8)","999.8"
"Helsinki Kaisaniemi","2025","3","3","18:00","40434","4.3","259.4","3.4","Melko selkeää (2/8)","1000"
"Helsinki Kaisaniemi","2025","3","3","19:00","37565","3.5","240.5","2.9","Selkeää (0/8)","1000.2"
"Helsinki Kaisaniemi","2025","3","3","20:00","41367","3.3","246.1","3","Pilvistä (8/8)","1000.2"
"Helsinki Kaisaniemi","2025","3","3","21:00","49520","3.4","259.2","3.6","Melko pilvistä (6/8)","1000.5"
"Helsinki Kaisaniemi","2025","3","3","22:00","50000","3.4","258.2","3.4","Melko pilvistä (7/8)","999.9"
"Helsinki Kaisaniemi","2025","3","3","23:00","49146","2.9","249.1","3.3","Melko pilvistä (7/8)","999.1"
"Helsinki Kaisaniemi","2025","3","4","00:00","49594","3.3","247.5","3.3","Pilvistä (8/8)","998.9"
"Helsinki Kaisaniemi","2025","3","4","01:00","49964","3.7","269.5","3.2","Pilvistä (8/8)","998.8"
"Helsinki Kaisaniemi","2025","3","4","02:00","50000","3.7","249.7","2.9","Melko pilvistä (7/8)","998.4"
"Helsinki Kaisaniemi","2025","3","4","03:00","49630","3.3","241.7","2.9","Pilvistä (8/8)","997.7"
"Helsinki Kaisaniemi","2025","3","4","04:00","49786","3","237.7","3.1","Melko pilvistä (7/8)","996.8"
"Helsinki Kaisaniemi","2025","3","4","05:00","47921","2.8","244.7","2.9","Melko pilvistä (7/8)","996.3"
"Helsinki Kaisaniemi","2025","3","4","06:00","44035","2.3","233.8","2.7","Melko pilvistä (7/8)","995.6"
"Helsinki Kaisaniemi","2025","3","4","07:00","44817","2.4","250.9","2.8","Melko pilvistä (7/8)","995"
"Helsinki Kaisaniemi","2025","3","4","08:00","49794","3","-","-","Melko pilvistä (6/8)","994.6"
"Helsinki Kaisaniemi","2025","3","4","09:00","48592","3.5","278.6","4.2","Puolipilvistä (4/8)","994.5"
"Helsinki Kaisaniemi","2025","3","4","10:00","48138","4.5","297.5","4.4","Melko pilvistä (7/8)","994.6"
"Helsinki Kaisaniemi","2025","3","4","11:00","38354","3.3","304.7","6.1","Selkeää (0/8)","995.1"
"Helsinki Kaisaniemi","2025","3","4","12:00","49827","4.9","302.7","8.1","Puolipilvistä (4/8)","995.2"
"Helsinki Kaisaniemi","2025","3","4","13:00","50000","5.1","304.5","8.5","Puolipilvistä (4/8)","995.6"
"Helsinki Kaisaniemi","2025","3","4","14:00","46286","4.8","297.8","7.1","Selkeää (0/8)","996"
"Helsinki Kaisaniemi","2025","3","4","15:00","40268","5.6","301.7","7.8","Selkeää (0/8)","996.5"
"Helsinki Kaisaniemi","2025","3","4","16:00","32951","5.6","308","9.5","Selkeää (0/8)","997.3"
"Helsinki Kaisaniemi","2025","3","4","17:00","34590","5.1","305.9","8.1","Selkeää (0/8)","997.8"
"Helsinki Kaisaniemi","2025","3","4","18:00","44528","4.3","305.7","8.1","Selkeää (0/8)","999"
"Helsinki Kaisaniemi","2025","3","4","19:00","42313","3.4","307.6","6.6","Selkeää (0/8)","999.9"
"Helsinki Kaisaniemi","2025","3","4","20:00","44454","2.9","304.6","5.2","Selkeää (0/8)","1000.6"
"Helsinki Kaisaniemi","2025","3","4","21:00","39511","2.4","285.8","3.6","Melko pilvistä (7/8)","1001.3"
"Helsinki Kaisaniemi","2025","3","4","22:00","37547","2","270.2","3","Puolipilvistä (5/8)","1001.4"
"Helsinki Kaisaniemi","2025","3","4","23:00","37030","1.6","262.5","2.7","Puolipilvistä (5/8)","1001.6"
"Helsinki Kaisaniemi","2025","3","5","00:00","37856","1.2","243.2","2.9","Melko pilvistä (7/8)","1001.5"
"Helsinki Kaisaniemi","2025","3","5","01:00","40696","1.2","229.8","3","Melko pilvistä (7/8)","1000.8"
"Helsinki Kaisaniemi","2025","3","5","02:00","45990","1.6","229.7","3.6","Pilvistä (8/8)","1000.5"
"Helsinki Kaisaniemi","2025","3","5","03:00","45074","2","225.5","3.2","Pilvistä (8/8)","999.8"
"Helsinki Kaisaniemi","2025","3","5","04:00","22282","1.9","213.3","5.2","Pilvistä (8/8)","998.3"
"Helsinki Kaisaniemi","2025","3","5","05:00","4625","0.9","196.9","4.2","Pilvistä (8/8)","996.3"
"Helsinki Kaisaniemi","2025","3","5","06:00","7924","1.3","193","4.7","Pilvistä (8/8)","994.6"
"Helsinki Kaisaniemi","2025","3","5","07:00","11934","2.4","217.5","6.2","Pilvistä (8/8)","993"
"Helsinki Kaisaniemi","2025","3","5","08:00","11095","3.2","241","4.5","Pilvistä (8/8)","992"
"Helsinki Kaisaniemi","2025","3","5","09:00","14174","3.7","258","3.6","Pilvistä (8/8)","991.8"
"Helsinki Kaisaniemi","2025","3","5","10:00","20200","4.4","263","4","Pilvistä (8/8)","991.8"
"Helsinki Kaisaniemi","2025","3","5","11:00","19655","5","268","4.3","Melko pilvistä (7/8)","991.8"
"Helsinki Kaisaniemi","2025","3","5","12:00","28201","5.3","261.7","4.7","Pilvistä (8/8)","992"
"Helsinki Kaisaniemi","2025","3","5","13:00","27968","5.6","270","4.6","Melko pilvistä (7/8)","992.3"
"Helsinki Kaisaniemi","2025","3","5","14:00","28478","6","266.7","4.9","Melko pilvistä (7/8)","992.7"
"Helsinki Kaisaniemi","2025","3","5","15:00","29097","6.4","277.7","4.3","Pilvistä (8/8)","993"
"Helsinki Kaisaniemi","2025","3","5","16:00","30684","6.7","265","3.7","Melko pilvistä (6/8)","993.1"
"Helsinki Kaisaniemi","2025","3","5","17:00","30540","6.5","262.6","4.5","Melko selkeää (2/8)","993.2"
"Helsinki Kaisaniemi","2025","3","5","18:00","25066","5.8","247.3","3.6","Melko selkeää (3/8)","993.4"
"Helsinki Kaisaniemi","2025","3","5","19:00","21310","4.7","241.6","2.7","Selkeää (1/8)","993.6"
"Helsinki Kaisaniemi","2025","3","5","20:00","21346","4.8","259","3.3","Melko pilvistä (7/8)","993.8"
"Helsinki Kaisaniemi","2025","3","5","21:00","18512","4.7","268","4.2","Melko pilvistä (7/8)","994.2"
"Helsinki Kaisaniemi","2025","3","5","22:00","17461","4.8","263.1","3.4","Melko pilvistä (7/8)","994.5"
"Helsinki Kaisaniemi","2025","3","5","23:00","17557","4.8","257","3.3","Pilvistä (8/8)","994.7"
"Helsinki Kaisaniemi","2025","3","6","00:00","18528","4.7","262.8","3.2","Melko pilvistä (7/8)","994.7"
"Helsinki Kaisaniemi","2025","3","6","01:00","18369","4.5","241.8","3.3","Pilvistä (8/8)","994.8"
"Helsinki Kaisaniemi","2025","3","6","02:00","18128","4.8","251.9","2.8","Melko pilvistä (7/8)","995"
"Helsinki Kaisaniemi","2025","3","6","03:00","17626","5","256.4","2.9","Pilvistä (8/8)","994.4"
"Helsinki Kaisaniemi","2025","3","6","04:00","14101","4.2","239.7","2.7","Pilvistä (8/8)","994"
"Helsinki Kaisaniemi","2025","3","6","05:00","14749","3.8","228.2","3.2","Pilvistä (8/8)","993.8"
"Helsinki Kaisaniemi","2025","3","6","06:00","14205","4","248.6","2.8","Pilvistä (8/8)","993.6"
"Helsinki Kaisaniemi","2025","3","6","07:00","13470","4.3","244.6","2.5","Pilvistä (8/8)","993.8"
"Helsinki Kaisaniemi","2025","3","6","08:00","12889","4","229.5","3.4","Pilvistä (8/8)","993.3"
"Helsinki Kaisaniemi","2025","3","6","09:00","13770","4.1","246.2","3.1","Puolipilvistä (4/8)","992.9"
"Helsinki Kaisaniemi","2025","3","6","10:00","16620","4.9","246.7","3.4","Selkeää (1/8)","992.8"
"Helsinki Kaisaniemi","2025","3","6","11:00","15880","4.9","238.2","4.3","Melko pilvistä (7/8)","993.2"
"Helsinki Kaisaniemi","2025","3","6","12:00","16983","5.2","239.6","4.6","Pilvistä (8/8)","993.5"
"Helsinki Kaisaniemi","2025","3","6","13:00","15894","5.2","234.9","4.6","Pilvistä (8/8)","993.7"
"Helsinki Kaisaniemi","2025","3","6","14:00","19078","6.2","238.9","4.2","Melko pilvistä (7/8)","994.2"
"Helsinki Kaisaniemi","2025","3","6","15:00","20845","7.4","235.3","3.5","Melko pilvistä (7/8)","995"
"Helsinki Kaisaniemi","2025","3","6","16:00","22227","8.3","243.5","5","Selkeää (1/8)","995.4"
"Helsinki Kaisaniemi","2025","3","6","17:00","21448","6.6","222.9","4.9","Selkeää (0/8)","996.1"
"Helsinki Kaisaniemi","2025","3","6","18:00","19055","5.6","230.4","5","Selkeää (1/8)","997.1"
"Helsinki Kaisaniemi","2025","3","6","19:00","20975","5.7","260.3","2.8","Melko pilvistä (7/8)","998.2"
"Helsinki Kaisaniemi","2025","3","6","20:00","21296","5","237.1","2.3","Melko pilvistä (7/8)","999.4"
"Helsinki Kaisaniemi","2025","3","6","21:00","28554","5.9","-","-","Melko pilvistä (7/8)","1000.4"
"Helsinki Kaisaniemi","2025","3","6","22:00","33877","5.9","268.6","3.6","Melko pilvistä (7/8)","1001.3"
"Helsinki Kaisaniemi","2025","3","6","23:00","39702","6.1","265.4","3.9","Melko pilvistä (7/8)","1002.2"
"Helsinki Kaisaniemi","2025","3","7","00:00","45603","6.3","262.9","3.7","Melko pilvistä (7/8)","1003.3"
"Helsinki Kaisaniemi","2025","3","7","01:00","48762","6.1","272.7","4","Melko pilvistä (7/8)","1004.1"
"Helsinki Kaisaniemi","2025","3","7","02:00","50000","6.2","284.4","4.3","Melko pilvistä (7/8)","1004.9"
"Helsinki Kaisaniemi","2025","3","7","03:00","50000","6.2","292","4.6","Pilvistä (8/8)","1005.6"
"Helsinki Kaisaniemi","2025","3","7","04:00","50000","5.7","299.2","4.6","Pilvistä (8/8)","1006.7"
"Helsinki Kaisaniemi","2025","3","7","05:00","50000","4.9","310.6","5.2","Melko pilvistä (7/8)","1008.3"
"Helsinki Kaisaniemi","2025","3","7","06:00","50000","4.2","310.4","4.1","Pilvistä (8/8)","1009.8"
"Helsinki Kaisaniemi","2025","3","7","07:00","49900","3.4","324.6","4","Melko pilvistä (7/8)","1010.9"
"Helsinki Kaisaniemi","2025","3","7","08:00","46979","2.8","319.2","2.7","Melko pilvistä (7/8)","1012.1"
"Helsinki Kaisaniemi","2025","3","7","09:00","48063","3.4","312.5","2.6","Melko pilvistä (7/8)","1013.4"
"Helsinki Kaisaniemi","2025","3","7","10:00","46311","4","330.4","2.6","Melko pilvistä (7/8)","1014.3"
"Helsinki Kaisaniemi","2025","3","7","11:00","48278","4.7","297.6","1.6","Pilvistä (8/8)","1015"
"Helsinki Kaisaniemi","2025","3","7","12:00","42316","5.4","251.1","1.8","Pilvistä (8/8)","1015.6"
"Helsinki Kaisaniemi","2025","3","7","13:00","49018","5.7","212.4","1.9","Pilvistä (8/8)","1015.9"
"Helsinki Kaisaniemi","2025","3","7","14:00","49159","5.6","208.9","2.6","Pilvistä (8/8)","1016.4"
"Helsinki Kaisaniemi","2025","3","7","15:00","49536","4.5","180.7","2.8","Pilvistä (8/8)","1016.4"
"Helsinki Kaisaniemi","2025","3","7","16:00","48940","4.6","182.8","2.8","Pilvistä (8/8)","1016.1"
"Helsinki Kaisaniemi","2025","3","7","17:00","49734","4.3","180.7","3","Pilvistä (8/8)","1015.9"
"Helsinki Kaisaniemi","2025","3","7","18:00","49623","3.9","181.5","2.9","Selkeää (0/8)","1015.7"
"Helsinki Kaisaniemi","2025","3","7","19:00","49121","3","183.7","2.8","Selkeää (0/8)","1015.3"
"Helsinki Kaisaniemi","2025","3","7","20:00","48234","3.4","189.9","3.4","Pilvistä (8/8)","1015.2"
"Helsinki Kaisaniemi","2025","3","7","21:00","46376","4.7","212.2","3.8","Pilvistä (8/8)","1015.1"
"Helsinki Kaisaniemi","2025","3","7","22:00","37526","5","219.2","3.5","Pilvistä (8/8)","1014.6"
